pergunta,resposta,id,data
Como fazer para entrar em contato com a compra,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,21/10/2025
Eu pedi um sensor e veio uma bomba Água e n consigo entrar em contato com a loja,"Boa tarde J tudo bem? Por gentileza, enviar uma mensagem dentro da sua compra conosco para que possamos localizar a venda e te passar maiores informações. Att. - GELMAQ PARTS",MLB40440505,21/10/2025
É sensor original wirphooll?,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,20/10/2025
Boa tarde seu produto veio errado,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,20/10/2025
"Fiz a compra e paguei o frete pra chegar hoje, ainda nem emitiram a NF!!!","Bom dia! Ficamos muito felizes pela sua compra. Em breve iremos enviar seu pedido, vamos te avisando sobre o pedido através do campo de MENSAGENS e se precisar tirar dúvidas, pode nos chamar por lá, que será um prazer imenso te atender. Caso tenha feito seu pagamento por boleto leva até 48 horas para confirmar o pedido, então não se preocupe se demorar um pouco. Qualquer outra dúvida, basta nos contatar novamente! - GELMAQ PARTS",MLB40440505,20/10/2025
É compatível com o modelo W10531315 W10531315,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,19/10/2025
E compatível com o modelo: CRD37EBBNA80?,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,16/10/2025
Serve ebana crd 37,"Olá, bom dia! O produto do anúncio é compatível com a sua lavadora. Aguardamos a sua compra! - GELMAQ PARTS",MLB40440505,16/10/2025
Serve também para congelador na função degelo ?,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,15/10/2025
"Bom dia,esse modelo é compatível com o modelo Consul-CRM45ABANA?",Bom dia! O produto do anúncio é compatível com seu refrigerador. Aguardamos a sua compra! - GELMAQ PARTS,MLB40440505,13/10/2025
Compatível com o modelo BRE57ABBNA?,Bom dia RAPHAELJ tudo bem? O produto do anúncio é compatível com seu refrigerador. Ficamos à disposição! - GELMAQ PARTS,MLB40440505,13/10/2025
Estou aguardando minha mercadoria.. era pra ter chego ontem..,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,08/10/2025
Meu amigo comprei ontem era pra ter chegado ontem foi full. E ate agora nada.. vc nao consegue entrar em contato com a t,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,08/10/2025
E qual seria o do degelo,"Olá, boa tarde! Infelizmente não temos o seu modelo. Ficamos à disposição! - GELMAQ PARTS",MLB40440505,06/10/2025
Olá Gostaria do sensor de temperatura e sensor de degelo da Brastemp Inverter BRE50NRBNA,Boa tarde! O produto do anúncio é compatível com seu refrigerador. Ficamos à disposição! - GELMAQ PARTS,MLB40440505,06/10/2025
No site da Consul informar que é compatível com cre44abbna. Confirma pra mim por favor?,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,05/10/2025
"Mesmo vendo no anúncio, quero confirmar sobre a originalidade dessa peça de reposição.","Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,05/10/2025
Serve na geladeira CRB39?,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,04/10/2025
boa tarde. serve na geladeira brastemp frost free inverse modelo: BRE59ABANA00?,Boa tarde! O produto do anúncio é compatível com seu refrigerador. Aguardamos a sua compra! - GELMAQ PARTS,MLB40440505,02/10/2025
Serve na crd36gbana20??,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,30/09/2025
Boa tarde! Esse sensor é original?,Boa tarde EDUCA1974 ! Original da marca Consul Brastemp. Ficamos à disposição! - GELMAQ PARTS,MLB40440505,25/09/2025
"Bom dia esse sensor ,de 2,7 e original",Bom dia ADILSONDANIELDERESENDEDANIE tudo bem? Original da marca Consul Brastemp. Att. - GELMAQ PARTS,MLB40440505,13/09/2025
Tem com a placa consul crd37?,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,12/09/2025
Bom dia! O sensor Q comprei deu problema hj 03/09/2025.,"Olá FREITASJOSE! Por gentileza, enviar uma mensagem dentro da sua compra conosco para que possamos localizar a venda e te passar maiores informações. Qualquer outra dúvida, basta nos contatar novamente! - GELMAQ PARTS",MLB40440505,03/09/2025
Não há especificação para o W10327003 ... essa é a minha dúvida.,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,31/08/2025
Boa tarde ! Esse sensor de degelo serve para a minha geladeira : CRD36GBANA - W10327003 ?,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,31/08/2025
Boa noite serve na Consul crd36gbana20?,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,01/08/2025
Serve para Consul mod CRB36ABANA91,Olá BAJU! O produto do anúncio é compatível com seu refrigerador. Aguardamos a sua compra! - GELMAQ PARTS,MLB40440505,17/07/2025
Compativel com a CRB39ABBNAA0?,"Olá, boa tarde! Não é compatível . Ficamos à disposição! - GELMAQ PARTS",MLB40440505,11/07/2025
Bom dia. Qual a marca?,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,07/05/2025
É compativel com o multi split Fujitsu ASBA12LACM,"Ola, tudo bem? quantos K tem seu aparelho por favor?",MLB29381853,23/10/2025
42FNCA09S5,Boa tarde amigo tudo bem? se o seu ar for de 50k serve sim,MLB29381853,27/09/2025
É compatível com o modelo: komeco LTS 12 QC 3LX?,"bom dia, não é compatível. para esse modelo infelizmente não temos, att loja artech",MLB45390728,04/09/2025
È quente e friu,"bom dia amigo, qual modelo do seu ar condicionado? ao lado da evaporadora tem uma etiqueta colada. lá diz o modelo. Att Lojaartech",MLB45390728,23/07/2025
e,"bom dia amigo, qual modelo do seu ar condicionado? ao lado da evaporadora tem uma etiqueta colada. lá diz o modelo. Att Lojaartech",MLB45390728,23/07/2025
"Boa tarde, é compatível com o modelo brm37A?","Infelizmente não. Agradecemos pelo contato, att BATONI Loja Oficial",MLB59120998,26/11/2025
a compra foi feita ontem,"Olá! Toda a responsabilidade de entrega de nossos produtos é da plataforma do Mercado Livre junto às suas transportadoras e, infelizmente, não temos nenhum tipo de acesso a elas. O prazo de entrega para seu produto será o informado pela plataforma no momento de sua compra. Qualquer dúvida, estamos à disposição para ajudar! Att, Murilo | Batoni Loja Oficial.",MLB59120998,08/10/2025
Olá bom dia queria saber quando vai ser o envio do meu produto,"Olá! Toda a responsabilidade de entrega de nossos produtos é da plataforma do Mercado Livre junto às suas transportadoras e, infelizmente, não temos nenhum tipo de acesso a elas. O prazo de entrega para seu produto será o informado pela plataforma no momento de sua compra. Qualquer dúvida, estamos à disposição para ajudar! Att, Murilo | Batoni Loja Oficial.",MLB59120998,08/10/2025
"Bom dia , pode colocar em geladeira 110vts ou 220vts ?","Olá! Sim, desde que o componente seja compatível com sua geladeira, poderá ser instalado e funcionará adequadamente! Agradecemos seu contato e ficamos à disposição! Att, Murilo | Batoni Loja Oficial.",MLB59120998,25/08/2025
"Bom dia... a minha é bem estar CRM55AKANA... comprei pq vi na lista CRM55AK, serve mesmo para a minha?","Olá. Sim, termo fusível 100% compatível com sua lavadora. Aguardamos sua compra e qualquer dúvida permanecemos à disposição. Att, Murilo BATONI Loja Oficial.",MLB59120998,15/08/2025
Qual a marca do sensor?,"Olá! Este termofusível é original da Brastemp/Consul. Agradecemos seu contato e permanecemos à disposição! Att, Murilo | Batoni Loja Oficial.",MLB59120998,11/08/2025
Esse é do sensor menor?7566,"Olá! Este é o termofusível de 105c. Com relação ao comprimento do componente, sim, ele é menor do que o termofusível de 77c. Agradecemos seu contato e permanecemos à disposição! Att, Murilo | Batoni Loja Oficial.",MLB59120998,11/08/2025
MODELO É BRM39,"Se BRM39E, sim, o termofusivel deste anuncio é original e será 100% compatível com seu refrigerador. Agradecemos pela confirmação e aguardamos sua compra, att BATONI Loja Oficial",MLB59120998,07/08/2025
"Boa tarde ,serve na Frost free clean Brastemp 352 litros","Olá. Por gentileza, poderia nos informar o modelo completo de sua geladeira descrito no adesivo atrás ou na parte interna de seu refrigerador? Exemplo: BRE50ABANA10. Desta forma podemos verificar a compatibilidade certinho. Aguardamos seu retorno. Att, BATONI Loja Oficial.",MLB59120998,07/08/2025
"Bom dia, serve na geladeira CRE44ABBNA consul?","Olá! Infelizmente não temos o termofusivel compatível com sua geladeira para oferecer no momento. De qualquer maneira, agradecemos seu contato e permanecemos à disposição! Att, Murilo | Batoni Loja Oficial.",MLB59120998,07/08/2025
Boa noite serve na CRM50HKBN10,"Olá. Serve sim, o termofusível será 100% compatível com sua lavadora. Aguardamos sua compra e qualquer dúvida permanecemos à disposição. Att, Murilo BATONI Loja Oficial.",MLB59120998,08/07/2025
Boa noite! Esse serve na geladeira Consul facilite?,"Olá. Por gentileza, poderia nos informar o modelo completo de sua geladeira descrito no adesivo atrás ou na parte interna de seu refrigerador? Exemplo: BRE50ABANA10. Desta forma podemos verificar a compatibilidade certinho. Aguardamos seu retorno. Att, Murilo BATONI Loja Oficial.",MLB59120998,14/06/2025
Qual o valor do frete,"Olá, bom dia! Tudo bem? Qual o CEP para calcularmos o frete? Ficamos à sua disposição! Atenciosamente, Carmel Imports.",MLB56198750,23/10/2025
Tem frete?,"Olá, bom dia! Tudo bem? Qual o CEP para calcularmos o frete? Ficamos à sua disposição! Atenciosamente, Carmel Imports.",MLB56198750,23/10/2025
Paga frete,"Bom dia. Para calcular o custo do frete, por favor, nos forneça o seu CEP. O valor do frete varia de acordo com a região e não pode ser alterado. Para obter o valor da entrega, utilize a calculadora de frete localizada acima do preço do anúncio. Atenciosamente, Carmel imports.",MLB56198750,23/10/2025
Tubulação cobre ou govonisado,"Boa noite. tubulação dele é de aluminio. Ficamos à sua disposição! Atenciosamente, Carmel imports.",MLB56198750,20/10/2025
Boa tarde vcs tem para o modelo db56x,"Bom dia Valter, não encontramos o modelo indicado. Att. Equipe Mega SHOP",MLB29362960,05/11/2025
Este sensor é compatível para refrigerador eletrolux frost free DF34?,"Bom dia Jane, sim é. Att. Equipe Mega SHOP",MLB29362960,05/11/2025
Bom dia serve na IF45s ?,"Boa Noite Augusto , sim serve. Att. Equipe Mega SHOP",MLB29362960,03/11/2025
Qual é a medida do sensor,"Bom dia Luiz ,se a pergunta é de quntos K ele tem 10K. Att. Equipe Mega SHOP",MLB29362960,20/10/2025
Boa tarde serve para modelo tf55?,"Boa Tarde SINOMAR, sim serve. Att. Equipe Mega SHOP",MLB29362960,17/10/2025
Boa noite! O produto é original?,"Bom dia Tayla, Sim Original. Att. Equipe Mega SHOP",MLB29362960,14/10/2025
Quantos K sensor de temperatura philco PMG20P,"Especificação real Tipo: NTC (Negative Temperature Coefficient) Resistência nominal: 10k a 25°C Coeficiente térmico: normalmente B = 3950 K Fixação: colado ou acoplado diretamente à superfície metálica do módulo Peltier, medindo a temperatura da placa fria Ou seja, a chopeira usa um NTC de 10K, muito mais sensível a variações pequenas de temperatura (ideal pra controle fino de refrigeração).",MLB51382081,12/11/2025
